,SM1_Dz(i),SM1_Dz(p),AMR,SpPosA_B(p),T(N..O),CATS2D_02_DA,DLS_cons,P_VSA_MR_2
CC1SCCSS1,-0.23166712225508,0.779003724319627,41.8811,1.43697783944421,0,0,0.819047619047619,35.313305989771
CC(=O)C(=O)C,0.297285808594471,-1.22377543162212,21.5408,1.19934466132483,0,0,0.952380952380952,50.2898540648355
CCCCCC(=O)C=C,0.15964981752954,-0.788457360364265,39.3475,1.21728971636466,0,0,0.938095238095238,25.1449270324178
CCC=CCC=O,0.159649817529542,-0.78845736036427,31.2648,1.22107545200645,0,0,0.938095238095238,25.1449270324178
C(CCN)CCN,0.371839380458509,-0.788457360364269,31.9788,1.1107217169416,0,0,0.895238095238095,47.0844079863613
CC1CCC=C2C1(CC(CC2)C(=C)C)C,0.0,0.0,67.4524,1.27819259388958,0,0,0.830952380952381,0.0
CC1(C2CCC(C2)(C1=O)C)C,0.159649817529543,-0.788457360364274,44.5438,1.25813817679817,0,0,0.885714285714286,25.1449270324178
CC1(C2CCC(O1)(CC2)C)C,0.159649817529551,-0.788457360364266,45.8581,1.21286419399697,0,0,0.857142857142857,164.795427952264
CC1CCC(C(C1)O)C(C)C,0.159649817529553,-0.788457360364263,47.4447,1.20166422897129,0,0,0.880952380952381,35.313305989771
CC(=CCC(CO)C(=C)C)C,0.159649817529548,-0.788457360364272,50.134,1.23445523934321,0,0,0.90952380952381,11.7711019965903
CC1CCC(OC(=O)C1)C(C)C,0.297285808594475,-1.22377543162211,47.4725,1.19915657021306,0,0,0.952380952380952,71.4581209097951
CC1=C(C=C(C=C1)C(C)C)O,0.159649817529528,-0.788457360364267,46.9841,1.26300172428928,0,0,0.938095238095238,42.6833431609212
C(C(C(C(C(CO)O)O)O)O)O,0.712263297752168,-2.10413415427021,38.4036,1.01148860292675,0,0,0.764285714285714,0.0
CC(C)CC(=O)O,0.297285808594475,-1.22377543162211,26.4202,1.1566167089646,0,1,0.952380952380952,67.828270193339
CC=CC=C,0.0,0.0,25.9679,1.30292935229889,0,0,0.728571428571429,0.0
CSCCCO,0.0826853666186134,-0.591612669735645,30.3446,1.20465917293754,0,0,0.880952380952381,23.5422039931806
CCCC=CC=O,0.15964981752954,-0.788457360364271,31.3166,1.22786999178455,0,0,0.938095238095238,25.1449270324178
CC(=O)S,0.0826853666186085,-0.591612669735649,19.0575,1.34368444696531,0,0,0.9,25.1449270324178
CC(C)CS,-0.0833296075870038,0.331531479730042,28.1323,1.31612333606596,0,0,0.814285714285714,11.7711019965903
CCC(C)S,-0.0833296075870078,0.331531479730041,28.0787,1.30965531539553,0,0,0.814285714285714,58.8555099829516
CC(C(=O)C)O,0.297285808594479,-1.22377543162212,22.4654,1.14278308644102,0,0,0.952380952380952,60.4582330221887
CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C,0.297285808594415,-1.22377543162213,91.2142,1.24534687594594,0,1,0.940476190476191,67.828270193339
CC1CCCC2(C1(CCCC2)O)C,0.159649817529539,-0.78845736036426,54.5772,1.21063218959699,0,0,0.785714285714286,35.313305989771
CCCCC(C)O,0.159649817529545,-0.788457360364269,31.1537,1.15600273374626,0,0,0.852380952380952,58.8555099829516
COC1=C2C(=C(C(=C1)CC=C)OC)OCO2,0.526147639863745,-1.75785791755237,59.0386,1.22890155260898,0,0,1.0,43.9995515504257
CC1CCOC(C1)C=C(C)C,0.159649817529534,-0.788457360364263,48.4907,1.22653833317681,0,0,0.90952380952381,47.0844079863613
CC1=C(C(=CC=C1)O)C,0.159649817529542,-0.788457360364266,37.8345,1.27116339957806,0,0,0.814285714285714,42.6833431609212
CC(OC)OC,0.297285808594473,-1.22377543162212,23.7078,1.09413077310383,0,0,0.895238095238095,35.313305989771
CC1=CC=CO1,0.159649817529532,-0.788457360364274,23.4124,1.3113026532368,0,0,0.814285714285714,9.50734628624871
CCC1=NC(=C(O1)C)C,0.335257213064667,-1.02961941718116,35.2675,1.24084431087054,2,0,0.880952380952381,9.50734628624871
CC(=CCCC1=COC=C1)C,0.159649817529542,-0.788457360364273,47.4152,1.29645570608583,0,0,0.838095238095238,9.50734628624871
CCCCC(=O)OCC,0.29728580859447,-1.22377543162213,35.9897,1.1615115388839,0,0,0.952380952380952,71.4581209097951
C=CCSS(=O)CC=C,-0.0006997551142788,-0.346281114754728,46.6775,1.37483321459226,0,0,0.938095238095238,22.1564760350904
CCCC(=O)OCC(C)C,0.297285808594475,-1.22377543162211,40.3847,1.16871487434345,0,0,0.952380952380952,47.9159169166145
CCCCCOC(=O)CCC,0.297285808594481,-1.22377543162212,45.1149,1.17136780356806,0,0,0.923809523809524,59.6870189132048
CCC(=O)OCC(C)C,0.297285808594475,-1.22377543162211,35.7837,1.15012095240595,0,0,0.952380952380952,47.9159169166145
